"Wins_1","Wins_2","Wins_3","Wins_4","Wins_5","Wins_6","Wins_7","Wins_8","Wins_9","Wins_10","Wins_11","Wins_12","Wins_13","Wins_14","Wins_15","Wins_16","Wins_17","Wins_18","Wins_19","Wins_20","Wins_21","Wins_22","Wins_23","Wins_24","Wins_25","Wins_26","Wins_27","Wins_28","Wins_29","Wins_30","Wins_31","Wins_32","Wins_33","Wins_34","Wins_35","Wins_36","Wins_37","Wins_38","Wins_39","Wins_40","Wins_41","Wins_42","Wins_43","Wins_44","Wins_45","Wins_46","Wins_47","Wins_48","Wins_49","Wins_50","Wins_51","Wins_52","Wins_53","Wins_54","Wins_55","Wins_56","Wins_57","Wins_58","Wins_59","Wins_60","Wins_61","Wins_62","Wins_63","Wins_64","Wins_65","Wins_66","Wins_67","Wins_68","Wins_69","Wins_70","Wins_71","Wins_72","Wins_73","Wins_74","Wins_75","Wins_76","Wins_77","Wins_78","Wins_79","Wins_80","Wins_81","Wins_82","Wins_83","Wins_84","Wins_85","Wins_86","Wins_87","Wins_88","Wins_89","Wins_90","Wins_91","Wins_92","Wins_93","Wins_94","Wins_95","Wins_96","Wins_97","Wins_98","Wins_99","Wins_100"
"Subj_446",100,80,110,120,90,100,90,120,110,80,110,50,50,100,60,40,120,80,90,110,100,90,130,40,100,55,80,45,45,55,120,130,110,90,100,120,45,55,120,120,110,140,130,100,110,50,60,40,55,50,110,120,120,140,60,55,40,60,40,45,110,130,140,120,110,130,150,110,90,150,120,140,140,45,60,40,55,65,70,110,130,90,100,150,130,120,140,50,55,160,120,160,130,150,120,110,150,160,55,65
"Subj_447",50,40,100,80,110,120,100,120,45,45,55,60,50,60,40,80,40,55,50,90,110,90,100,90,120,110,60,55,40,60,100,80,80,110,100,90,130,40,45,55,55,120,110,120,130,110,90,100,120,120,110,140,130,90,110,130,55,65,70,45,50,45,60,40,50,70,100,110,120,120,140,110,130,140,90,100,60,55,55,55,120,110,90,130,120,110,65,65,130,150,110,150,120,45,70,140,140,150,130,80
"Subj_448",100,50,80,100,40,50,120,110,45,120,60,80,40,45,90,90,100,110,55,90,120,110,80,55,60,110,100,55,100,90,130,40,55,45,50,50,60,80,120,130,110,90,100,120,120,45,110,140,120,110,55,40,60,60,40,45,90,55,65,70,50,70,40,130,100,110,120,120,140,110,130,140,120,110,130,150,110,150,120,140,140,150,60,130,120,140,160,120,160,55,55,55,65,80,130,150,150,40,80,40
"Subj_449",50,50,100,100,120,80,80,110,120,90,100,90,120,110,40,45,45,55,60,40,55,50,60,40,60,55,40,60,40,45,55,65,70,50,70,60,55,65,55,80,110,100,90,130,90,110,100,80,120,110,80,40,80,40,65,55,60,65,75,60,65,75,55,45,50,45,60,40,55,55,85,45,55,70,55,70,80,65,70,80,90,50,60,75,60,75,85,70,75,85,95,55,65,80,65,65,45,70,40,50
"Subj_450",50,100,50,40,120,60,45,80,40,90,100,45,110,55,80,100,55,80,60,110,120,40,120,55,110,90,50,90,55,100,60,110,45,90,50,130,55,90,45,120,40,60,100,40,60,110,120,80,55,40,110,110,55,90,100,65,130,90,45,45,130,55,70,120,120,65,40,100,50,130,70,120,60,50,110,70,70,140,90,60,40,100,55,60,110,65,65,120,110,55,80,120,80,40,110,40,80,140,40,60
"Subj_451",100,50,120,50,100,60,40,80,80,40,110,90,45,55,55,120,90,100,110,90,120,110,45,50,80,110,100,80,45,55,60,45,60,40,55,40,50,60,55,55,120,110,100,90,90,40,60,130,110,130,55,65,40,45,45,70,55,65,120,90,100,70,50,40,70,50,130,60,55,110,120,90,60,65,80,100,120,40,120,80,70,40,40,65,55,110,140,110,60,130,90,65,75,60,65,100,60,65,110,130
"Subj_452",100,100,50,50,80,60,120,40,40,110,80,55,45,120,90,90,55,45,45,100,110,90,50,55,120,45,100,110,60,60,80,80,40,40,110,55,120,100,55,55,65,90,110,130,45,50,90,110,120,70,60,40,130,130,110,50,55,90,90,60,40,70,100,100,120,120,40,60,60,120,110,110,65,40,55,140,90,130,80,45,40,100,130,110,60,55,65,70,50,70,120,55,120,120,65,60,40,140,100,110
"Subj_453",50,60,40,100,80,50,110,100,120,80,120,90,55,40,100,90,90,110,100,80,120,110,55,45,45,80,50,45,45,55,60,60,40,40,55,55,55,50,65,60,45,70,40,50,60,70,40,60,65,55,80,40,60,55,65,40,80,65,75,55,60,70,65,55,75,45,85,70,80,60,65,75,70,60,80,50,90,75,85,65,70,80,75,65,85,55,95,55,40,60,40,45,55,65,70,50,70,60,55,65
"Subj_454",100,120,80,100,80,50,60,50,40,90,110,45,45,55,60,40,55,50,60,40,100,110,55,55,120,80,90,40,60,55,40,100,90,45,120,110,55,120,65,110,70,45,50,50,90,80,70,45,110,60,130,90,55,100,110,100,60,65,90,120,80,130,120,40,110,80,40,130,110,40,90,65,100,55,55,120,55,120,110,90,130,60,140,65,120,65,45,75,70,60,65,130,100,110,120,75,120,140,110,130
"Subj_455",100,50,80,50,40,60,100,40,45,45,120,55,80,55,110,55,45,50,90,110,60,40,45,120,90,60,100,80,55,100,50,120,90,60,40,110,55,120,40,110,55,90,55,60,40,45,65,110,130,55,65,80,110,90,70,50,100,100,70,45,70,90,130,120,60,55,40,50,65,80,40,110,90,80,120,60,40,130,110,70,65,55,40,130,90,100,60,65,120,120,75,60,60,65,100,75,120,65,120,85
"Subj_456",100,80,50,100,110,120,120,50,90,60,80,40,100,90,120,110,55,90,80,110,55,110,100,90,130,40,100,80,45,45,45,55,60,40,55,50,60,50,120,110,120,130,110,90,100,120,120,45,55,90,110,140,130,60,100,110,120,120,140,110,130,140,40,40,60,40,45,55,65,70,50,70,60,55,65,80,40,80,40,65,55,120,110,130,150,110,150,120,140,140,150,130,120,140,160,110,130,55,60,65
"Subj_457",100,120,80,100,90,50,50,40,60,45,45,40,80,110,120,90,100,90,120,110,110,100,80,80,110,100,90,55,55,45,50,55,60,40,55,50,60,55,40,60,40,45,130,120,130,110,90,120,110,90,100,120,120,60,45,55,65,70,50,70,40,110,140,130,100,110,120,120,140,110,130,140,120,110,130,150,110,150,120,140,140,150,130,120,140,160,120,160,110,130,90,130,150,55,55,60,55,65,80,40
"Subj_458",100,50,80,100,110,60,120,50,40,120,80,55,90,90,40,100,55,110,45,90,100,120,110,50,80,80,45,110,100,90,45,130,120,120,60,45,130,110,110,90,100,120,120,40,55,55,110,90,140,130,100,55,110,120,120,65,140,110,130,140,45,120,110,130,70,60,150,110,40,150,110,130,120,50,140,40,55,50,60,90,100,120,110,140,150,130,60,120,140,160,90,120,160,130,70,40,55,40,150,150
"Subj_459",100,80,110,120,90,100,90,120,110,80,110,100,90,50,60,40,55,55,50,40,45,45,55,60,40,55,50,60,55,40,60,40,45,55,65,70,50,70,60,55,65,80,40,80,40,65,55,60,65,75,60,65,75,85,45,55,70,55,70,80,65,70,80,90,50,60,75,60,75,85,70,75,85,95,55,65,80,65,100,120,80,90,110,100,80,45,50,45,60,40,55,55,65,45,70,40,50,60,70,40
"Subj_460",100,50,100,50,60,120,40,80,40,45,55,80,110,90,120,55,90,45,100,90,120,110,110,80,45,55,50,110,100,100,45,90,130,60,80,120,130,110,90,100,40,120,120,60,55,120,110,110,140,130,55,100,110,120,120,140,110,130,140,90,120,110,130,150,110,150,65,120,140,140,40,55,50,150,130,120,140,160,45,120,160,130,150,150,160,140,130,150,170,130,60,170,140,160,110,130,55,40,60,70
"Subj_461",100,50,100,50,60,120,40,80,40,45,55,80,110,90,120,55,90,45,100,90,120,110,110,80,45,55,50,110,100,100,45,90,130,60,80,120,130,110,90,100,40,120,120,60,55,120,110,110,140,130,55,100,110,120,120,140,110,130,140,90,120,110,130,150,110,150,65,120,140,140,40,55,50,150,130,120,140,160,45,120,160,130,150,150,160,140,130,150,170,130,60,170,140,160,110,130,55,40,60,70
"Subj_462",50,60,40,100,50,100,80,55,40,55,110,120,90,100,90,120,110,120,80,45,45,50,45,55,60,80,40,45,90,55,110,50,100,80,60,110,60,100,90,130,55,40,40,120,120,130,110,110,90,100,120,120,55,60,55,40,45,55,65,70,50,70,65,110,140,45,130,60,70,100,55,110,65,120,80,120,40,140,80,110,40,130,65,140,55,40,50,120,90,110,130,60,150,65,110,75,150,60,120,65
"Subj_463",100,50,120,50,80,100,80,110,120,90,100,90,120,110,60,40,90,40,80,110,55,45,100,110,100,55,45,55,80,90,45,60,120,130,50,40,110,90,45,60,55,50,110,130,90,120,130,40,60,100,110,90,100,55,55,55,40,60,40,120,120,120,45,55,65,70,65,110,140,130,45,100,50,110,70,120,120,140,70,110,110,90,40,60,50,130,130,60,140,55,65,70,80,40,40,120,120,110,60,65
"Subj_464",100,120,80,90,110,100,100,80,110,80,120,90,100,90,50,60,40,120,110,120,110,80,110,100,55,55,50,40,45,90,90,130,110,130,45,50,45,55,60,40,90,100,120,130,110,90,100,120,120,45,60,55,50,60,120,110,140,130,110,90,100,110,130,120,120,120,140,110,130,140,120,110,130,150,110,100,120,150,120,140,140,140,110,110,40,55,40,60,40,45,55,65,70,50,70,55,55,150,130,120
"Subj_465",50,60,40,55,55,45,50,45,60,50,40,45,45,55,60,40,55,50,60,55,40,60,40,45,55,65,70,50,70,60,55,65,80,40,80,40,65,55,60,65,75,60,65,75,85,45,55,70,55,70,80,65,70,80,90,50,60,75,60,75,85,70,75,85,95,55,65,80,65,100,80,110,120,90,100,90,120,110,100,120,80,90,110,40,55,55,65,45,70,40,50,60,70,40,60,65,55,80,40,80
"Subj_466",100,50,50,100,80,120,40,60,110,80,45,40,90,120,45,55,110,90,55,100,55,45,100,80,50,60,90,120,120,45,40,110,60,110,55,90,50,40,80,110,60,55,110,55,55,130,100,40,65,90,90,130,100,60,45,120,120,40,70,110,130,45,40,90,110,55,50,130,90,65,60,100,120,70,120,120,50,70,110,100,70,140,120,40,60,140,130,60,55,100,110,110,65,65,110,100,55,80,40,120
"Subj_467",50,60,100,120,50,40,100,45,45,55,80,90,80,40,110,60,110,120,55,100,90,100,40,55,55,45,50,80,120,50,60,55,90,120,45,60,110,90,40,55,55,110,40,60,65,45,40,45,110,80,70,40,55,65,110,50,100,90,130,120,130,110,90,100,120,120,70,50,70,130,60,70,110,140,130,100,110,120,120,140,110,130,140,120,110,130,150,110,150,120,140,140,150,130,120,140,160,120,60,55
"Subj_468",50,60,40,55,55,45,50,45,60,40,55,55,65,45,70,40,50,60,70,100,80,110,120,90,100,90,120,110,100,120,80,80,110,100,90,130,50,40,45,45,55,60,40,55,50,60,55,40,60,40,45,55,65,70,50,70,60,55,65,80,40,80,40,65,55,60,65,75,60,65,75,85,45,55,70,55,70,80,65,70,80,90,50,60,75,60,75,85,70,75,85,95,55,65,80,65,90,110,120,130
"Subj_469",50,50,100,100,60,120,80,110,40,40,120,80,55,90,90,45,100,110,55,45,90,45,55,100,120,50,60,110,45,80,40,60,80,55,120,40,110,55,110,100,55,50,90,65,45,90,130,70,110,60,120,40,130,55,110,50,130,90,40,100,90,60,60,70,120,100,40,40,120,45,120,110,60,55,110,90,65,65,140,130,55,130,120,100,80,100,110,40,120,70,60,120,55,140,120,65,110,130,40,140
"Subj_470",100,100,100,50,50,100,100,50,50,100,50,100,100,100,50,100,50,50,100,100,100,100,50,50,100,100,100,100,100,100,50,50,50,50,100,100,100,100,50,50,100,100,100,100,100,100,100,100,100,50,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,50,50,100,100,50,50,50,50,100,100,50,50,100,100,50,50,100,100,50,100,50,50,100,50,100,100,50,100,100,100,50
"Subj_471",100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100
"Subj_472",50,50,50,50,100,100,100,100,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,50,100,100,100,50,50,50,50,50,50,100,100,50,50,50,50,100,100,50,50,100,100,100,50,50,50,50,50,50,50,100,100,100,100,100,100,50,50,50,50,50,50,50,50,100,100,50,50,50,50,100,50,50,50,50,50,100,50,50,50,100,50,50,50,50,100,100,100,100,100,100,100,50
"Subj_473",100,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,50,100,50,50,100,100,50,50,50,100,50,100,100,50,100,50,100,100,50,100,100,50,50,50,50,100,100,100,50,50,100,100,50,50,100,50,100,100,100,100,100,100,50,50,50,50,50,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_474",100,100,50,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,50,50,50,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,50,100,100,100,100,100,50,50,50,50,100,100,100,50,100,50,100,50,100,100,100,50,100,100,100,50,100,100,100,100,50,100,100,100,50,100,100,100,50,100,100,100,100,100,100,100,100
"Subj_475",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,50,50,100,100,50,50,100,100,100,100,50,50,50,50,50,50,100,100,50,50,50,100,100,100,100,100,100,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Subj_476",100,50,100,50,100,50,100,50,100,50,100,50,50,100,100,100,100,100,100,100,100,50,100,100,100,50,100,50,100,100,100,100,100,50,50,100,50,100,100,50,100,100,50,100,50,50,100,50,50,50,50,50,100,100,100,100,100,100,100,100,100,50,100,50,100,100,50,100,100,50,50,50,50,100,100,100,100,100,100,100,100,50,100,100,50,100,50,100,50,100,100,50,50,100,50,50,100,50,100,50
"Subj_477",100,50,50,100,100,100,100,100,50,50,100,100,100,100,100,100,100,100,50,50,50,100,100,50,100,100,100,50,50,50,100,50,50,100,100,100,50,50,50,50,100,100,100,100,50,50,100,50,50,50,100,100,100,50,50,50,100,50,100,50,50,100,100,50,50,100,50,50,100,50,50,100,100,100,50,100,50,50,100,50,50,100,100,100,50,50,50,50,100,50,50,100,50,50,50,50,100,50,50,50
"Subj_478",100,100,100,50,50,50,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,50,100,100,100,100,100,100,50,50,50,100,100,100,50,50,50,100,100,50,50,50,50,50,100,100,100,100,100,100,100,100,50,100,100,50,100,100,50,100,100,100,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,100,100,100,50,50,50,50,100,100,100,50,50,50
"Subj_479",100,50,100,50,50,100,50,100,50,100,50,100,50,50,100,50,100,100,50,50,100,50,100,100,50,50,100,50,100,50,50,50,50,100,50,50,50,100,100,50,100,50,50,100,50,100,50,100,50,50,100,50,50,100,50,50,50,100,50,50,100,50,100,50,50,100,100,50,50,50,100,100,50,50,100,50,100,50,100,50,100,50,50,50,100,50,50,100,50,50,50,50,100,50,100,50,100,50,100,50
"Subj_480",100,100,50,100,100,100,50,50,100,50,50,100,100,50,50,100,50,100,100,50,100,50,100,50,100,100,50,50,100,100,50,50,100,50,50,100,50,50,100,50,50,100,100,100,100,50,100,50,100,100,100,50,50,100,50,100,100,100,100,50,50,100,100,100,100,50,100,50,100,50,50,100,50,100,50,100,50,100,100,50,50,100,100,100,50,100,100,100,50,100,100,50,100,50,50,100,100,50,50,100
"Subj_481",100,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,100,100,100,100,100,50,50,50,50,50,100,50,50,100,50,50,100,100,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_482",100,50,50,100,50,100,50,100,50,100,50,100,100,50,50,100,100,50,50,100,100,100,100,50,50,50,100,50,50,100,100,50,100,50,100,100,100,50,50,100,50,100,50,100,50,100,100,50,100,100,100,50,50,100,100,50,100,100,50,100,100,50,100,50,100,50,100,100,50,100,50,100,50,100,50,100,100,50,100,50,100,50,100,100,50,100,50,100,50,100,50,100,50,100,100,100,50,100,50,50
"Subj_483",100,50,50,50,100,100,50,50,100,100,50,50,100,50,50,50,100,100,50,50,50,100,100,100,50,50,100,100,50,100,100,50,100,50,100,50,100,100,50,100,100,100,50,100,100,50,50,100,100,100,100,100,50,50,100,50,50,100,50,100,50,100,50,100,50,100,50,100,50,50,50,100,50,100,50,100,50,100,100,50,100,50,100,50,50,100,100,50,100,50,100,50,100,100,50,50,50,100,50,100
"Subj_484",50,50,100,50,100,50,100,50,100,100,50,100,100,50,100,50,100,50,100,100,50,50,50,100,50,50,50,50,100,100,100,50,50,100,50,50,50,50,100,50,50,100,50,50,50,100,50,50,100,50,50,50,50,100,100,50,50,100,50,50,100,50,50,50,50,50,50,50,100,50,50,100,100,50,50,100,100,100,50,50,50,100,50,50,100,50,50,50,50,50,100,50,50,50,100,100,50,100,50,50
"Subj_485",100,50,100,100,50,100,50,100,100,50,100,50,100,100,50,100,100,50,50,100,100,50,100,50,100,100,50,100,100,50,100,50,50,100,100,50,50,100,50,50,100,50,100,50,100,100,100,100,100,50,50,100,50,50,100,100,100,50,50,100,100,50,100,50,100,50,100,100,50,50,100,100,50,50,100,50,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,50,100,50,100,50,100,50,100
"Subj_486",50,100,100,50,50,50,100,100,100,100,100,50,100,50,100,100,50,100,100,100,50,100,100,50,50,100,100,100,50,100,50,100,100,100,50,50,50,100,100,100,50,50,100,100,50,50,100,100,100,50,100,50,100,100,50,100,50,50,100,100,50,50,50,100,100,100,100,50,100,100,100,50,100,50,100,50,100,50,100,50,100,100,100,50,50,100,100,50,50,100,50,100,50,100,50,50,100,100,50,50
"Subj_487",100,100,100,100,100,50,100,100,100,50,50,100,100,50,50,100,50,100,50,100,50,100,100,50,50,100,50,100,50,100,50,50,100,100,50,50,50,100,50,50,100,50,100,50,100,50,100,50,50,100,100,100,50,50,100,100,50,100,50,50,100,50,50,50,50,50,100,100,100,100,50,100,50,50,100,50,50,100,50,100,100,50,50,100,50,50,100,50,50,100,50,50,50,50,50,50,100,100,50,50
"Subj_488",100,50,100,50,50,100,100,50,100,50,50,100,50,50,50,50,50,50,50,100,100,50,100,50,100,50,100,100,50,100,50,50,50,50,100,100,100,50,50,100,100,50,50,50,50,100,100,50,50,50,100,100,50,100,100,100,50,100,50,100,100,50,100,50,100,100,50,100,50,100,100,100,50,100,100,50,50,100,100,50,50,100,100,50,100,50,50,100,50,50,50,50,100,100,50,50,100,100,50,50
"Subj_489",100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,50,50
"Subj_490",100,50,100,50,100,50,100,50,100,100,50,50,100,50,100,50,100,50,100,100,50,50,50,100,50,100,50,100,50,50,100,50,100,50,50,100,50,100,100,100,100,50,50,100,100,50,50,100,50,50,50,100,50,50,100,50,100,50,100,50,50,100,50,50,100,50,100,50,100,50,100,50,100,100,50,100,50,100,50,100,50,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,100,100
"Subj_491",100,50,100,50,100,100,50,50,100,50,100,50,50,100,100,50,50,100,50,50,50,50,100,100,50,50,100,100,50,50,100,50,50,100,100,50,50,100,100,100,50,50,100,50,100,50,50,100,100,50,50,100,100,50,50,50,100,100,50,50,100,50,50,100,100,50,50,100,100,50,50,100,100,50,100,50,100,50,100,50,100,50,100,100,100,50,100,50,100,50,50,100,100,50,50,50,100,50,50,100
"Subj_492",100,100,100,100,100,100,50,50,100,50,100,50,50,100,100,50,50,100,50,50,100,50,50,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,50,50,100,100,50,50,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_493",100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,100,100,100,100,50,50,100,100,100,100,100,100,100,50,100,100,50,50,100,50,100,50,100,50,100,50,100,50,100,100,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,100,50,100,50,100,50,100,50,50,100,100,50,50,100,100,100,100,50,100,100
"Subj_494",50,50,100,50,100,100,100,100,100,50,50,100,50,100,50,50,100,100,50,100,50,100,50,100,50,100,50,100,50,100,100,50,50,50,50,100,50,100,50,50,100,50,100,100,50,50,50,100,100,50,50,100,100,50,50,50,100,100,100,100,50,100,50,100,50,100,50,100,50,50,100,50,100,100,50,50,50,100,100,50,50,100,50,100,50,100,50,100,100,100,50,100,50,100,50,100,50,100,50,100
"Subj_495",50,100,100,50,100,100,50,100,50,100,100,100,50,50,50,100,50,50,100,100,50,100,100,50,50,50,50,50,100,100,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_496",100,50,50,100,50,50,100,100,50,50,100,100,100,50,100,50,100,100,50,100,50,100,50,100,100,50,50,100,100,50,50,100,100,50,50,100,50,50,100,100,100,50,50,100,50,100,100,50,50,100,50,50,100,100,50,100,100,50,50,100,50,50,100,50,100,100,100,50,50,50,50,100,100,50,50,100,100,50,100,100,100,50,50,50,100,50,50,50,100,50,100,50,100,50,50,50,50,100,100,50
"Subj_497",100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_498",50,50,100,100,50,50,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,100,100,100,50,100,50,50,100,100,100,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,50,50,100,100,100,50,50,50,50,50,50,100,100,100,50,50,100,100,50,50,50,100,100,50,100,50,50,50,50,50,50,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50
"Subj_499",100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,100,100,100
"Subj_500",100,100,100,100,50,50,50,100,100,100,100,100,50,50,50,50,50,50,100,100,100,100,50,50,50,50,50,100,100,100,100,100,100,50,50,50,100,100,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,50,50,50,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,100,100,50,100,100,100,50,50,50,50,50
"Subj_501",50,50,50,50,50,50,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,50,50,50,50,50,50,50,100,100,100,100,50,50,50,50,100,100,100,50,50,100,100,100,50,50,50,50
"Subj_502",100,50,50,100,100,50,100,100,100,50,50,100,100,100,100,50,100,50,100,100,100,50,100,50,50,100,100,100,50,50,50,100,100,100,50,50,50,50,100,100,100,100,100,50,100,100,50,50,50,100,50,100,100,50,100,50,100,50,100,50,100,50,100,100,50,100,100,50,100,100,100,50,50,50,100,100,50,50,50,50,50,100,100,100,100,100,50,100,100,100,50,100,50,100,100,100,100,100,100,50
"Subj_503",100,50,100,50,50,100,100,50,50,100,100,50,100,50,100,50,100,50,100,100,50,50,100,100,50,100,50,50,100,100,50,50,100,100,50,50,100,100,50,100,100,50,100,50,50,100,100,50,100,50,100,50,100,50,100,100,50,50,100,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,100,50,50,100,100,50,100,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,50
"Subj_504",50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,50,100,50,100,50,50,100,50,50,50,50,50,100,100,50,50,100,100,50,50,50,50,100,50,50,50,100,50,50,50,100,100,100,50
